Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
16663,Panera,3,3,4,4,4,4,3,3,3,4,4,3,3,2,3,3,4,4,5,4,4,5,3,3,3,4,3,3,3,3,4,4,3,4,3,3,4,3,4,4,3
16842,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16842,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
16846,Chipotle,6,7,6,7,4,3,7,4,7,2,5,3,7,3,6,6,7,7,4,4,7,4,7,7,3,7,7,7,7,6,5,7,6,7,7,7,7,7,4,7,7
16846,Jersey Mikes,4,6,7,3,3,4,6,6,4,6,4,4,4,4,3,4,6,7,4,4,7,6,7,6,7,3,7,7,4,6,6,3,4,7,6,4,6,4,4,4,6
16914,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7
16914,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
17128,Chipotle,7,6,7,6,7,7,6,7,4,7,7,7,7,7,5,7,7,5,4,7,7,7,7,7,7,6,5,7,7,7,6,7,7,6,6,7,7,6,7,7,7
17128,Panera,5,7,7,7,7,7,5,5,4,6,7,7,7,6,6,7,7,4,6,7,7,7,5,7,7,7,7,7,7,7,5,6,7,7,7,7,7,7,7,6,7
17711,Chipotle,5,7,6,4,4,7,5,4,4,6,4,5,5,6,4,5,4,,6,7,6,6,6,7,7,5,6,4,6,5,6,7,6,,6,4,6,5,,4,4
17711,Jimmy Johns,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17824,Firehouse Subs,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
17824,McDonalds,4,4,6,6,7,5,2,4,4,3,4,3,4,4,4,5,5,3,6,6,5,5,2,4,4,3,5,6,5,6,5,6,3,4,4,4,4,1,3,3,5
17925,Jersey Mikes,7,7,7,7,6,7,7,6,7,7,7,7,4,3,4,4,7,7,7,7,7,7,7,7,7,3,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7
17925,Panera,6,7,5,5,5,4,5,4,5,5,4,4,4,3,4,4,5,5,4,5,5,5,5,4,5,5,5,6,5,6,5,5,5,5,5,5,5,4,6,4,5
18104,Firehouse Subs,3,4,3,2,3,2,2,2,3,2,2,3,3,2,3,2,2,3,2,3,3,2,3,2,3,3,2,2,2,3,2,3,2,2,2,3,2,2,4,3,3
18104,Jimmy Johns,4,4,3,3,3,3,3,2,3,3,2,2,2,2,3,2,1,1,2,2,4,2,3,2,2,3,4,2,2,3,4,3,3,1,3,4,2,3,3,3,2
18576,Chipotle,6,6,6,5,5,5,7,5,5,4,5,6,5,5,6,6,4,5,4,5,6,5,5,6,4,5,5,5,5,6,7,5,6,5,6,5,6,4,6,5,5
18576,Firehouse Subs,6,6,6,5,6,5,5,3,5,6,4,6,4,5,4,5,5,6,5,4,4,4,4,4,6,6,6,4,6,5,6,6,6,5,6,5,4,4,5,5,6
18681,Chipotle,6,7,7,7,5,6,5,6,5,6,5,6,7,7,7,7,6,7,5,5,6,5,5,5,6,7,6,6,6,7,6,7,6,6,6,5,6,6,6,6,6
18681,McDonalds,6,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,5,7,5,7,6,7,6,5,5,5,6,5,6,6,6,6,5,6,6,6,7,6,6,6,6
18745,Firehouse Subs,3,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,3,1,2,2,1,1,2,2,1,1,2,2,3,1,1,2,1,1,1,1,2,1
18745,Panera,6,6,6,6,5,5,6,4,6,5,5,5,5,2,4,3,6,5,5,5,6,5,4,6,5,7,4,5,5,5,6,6,5,6,5,6,6,5,6,5,6
18746,Jersey Mikes,6,5,5,5,6,5,5,5,5,6,4,3,6,5,5,5,6,6,5,6,6,5,5,5,5,5,6,5,5,6,6,6,5,5,5,5,5,5,5,6,5
18746,Jimmy Johns,6,6,5,6,5,6,5,5,5,6,5,5,5,6,6,6,6,6,6,6,6,6,,5,6,5,6,3,5,6,4,6,5,6,6,,6,6,6,6,7
18762,Chipotle,5,5,3,3,2,5,3,5,4,3,7,4,5,5,3,4,3,4,2,5,2,5,4,2,4,3,6,4,5,4,5,6,2,4,6,5,4,7,3,2,2
18762,Panera,5,5,3,,6,3,2,2,5,6,5,1,3,2,2,5,2,3,4,2,3,1,7,1,3,1,6,1,1,3,4,3,5,5,5,5,4,4,5,2,4
18852,Jersey Mikes,4,4,5,5,4,5,5,3,4,5,4,4,5,4,4,5,4,4,4,5,4,4,5,4,5,4,5,5,6,5,5,5,4,4,4,5,4,5,6,6,5
18852,Jimmy Johns,4,6,5,4,4,4,4,4,3,5,5,3,4,5,4,4,4,5,4,4,5,4,4,4,5,5,4,4,3,3,4,4,4,5,4,4,4,4,5,4,5
18861,Jersey Mikes,6,7,7,6,7,6,5,7,6,7,5,7,7,5,6,6,6,5,7,7,6,7,5,6,6,6,7,6,6,6,7,7,6,7,7,6,7,7,7,6,7
18861,Panera,3,4,5,3,4,4,6,5,5,6,3,5,4,3,5,4,3,4,6,4,4,5,3,3,4,6,4,4,6,6,4,4,3,4,5,5,5,5,7,5,5
18870,Firehouse Subs,7,7,7,4,4,7,4,4,7,7,6,5,4,6,4,5,6,6,7,7,6,5,6,7,7,6,6,6,6,6,6,5,5,7,7,6,4,6,7,5,7
18870,Jimmy Johns,4,4,5,3,5,5,3,4,4,3,5,3,3,4,3,5,3,5,5,3,7,4,4,4,5,4,5,4,7,5,6,3,4,6,7,5,5,3,5,7,6
18890,Subway,5,1,2,2,3,3,3,6,2,2,4,4,5,2,7,4,2,6,3,1,4,4,5,4,4,4,1,2,6,3,3,4,4,2,4,5,7,3,3,3,
18890,Chipotle,5,3,3,2,5,2,,4,5,1,4,3,1,3,4,2,2,1,2,2,1,2,3,2,4,2,2,4,6,2,1,1,3,1,2,2,2,2,2,2,5
18901,Subway,7,7,7,7,7,6,6,6,7,6,6,7,7,6,7,7,7,7,6,7,7,7,6,7,7,6,7,7,6,7,7,6,7,7,7,6,7,7,7,7,7
18901,Chipotle,7,7,6,6,7,7,6,7,7,6,7,7,7,6,7,7,7,7,5,6,6,6,7,6,5,7,7,7,5,7,7,5,6,7,7,6,7,5,7,7,6
18914,Chipotle,2,4,4,3,4,4,4,4,5,5,3,4,4,5,4,4,3,3,4,4,4,4,3,3,4,3,4,2,4,3,5,7,5,3,6,5,4,3,5,3,3
18914,Panera,3,4,5,6,4,4,4,2,4,5,3,7,6,3,4,3,5,3,5,4,6,4,5,5,3,4,3,4,5,7,5,3,3,2,6,5,4,4,4,3,4
18950,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
18950,Jimmy Johns,7,7,6,7,7,6,7,6,7,7,7,6,7,6,7,7,7,6,6,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,5
19014,Jersey Mikes,7,6,7,7,6,6,7,6,6,7,6,6,5,6,7,7,6,6,7,7,7,6,6,7,7,6,,6,7,7,6,7,6,7,7,6,,6,7,7,7
19014,Panera,7,6,5,6,7,7,4,5,7,6,7,5,6,6,7,7,5,6,7,7,6,7,6,7,6,6,7,6,7,6,7,5,6,5,7,7,5,6,6,7,6
19164,Jersey Mikes,6,7,6,5,6,5,,,5,5,7,,4,2,5,4,,,3,5,6,6,7,7,7,4,2,,5,5,4,3,2,,6,6,,7,,,
19164,McDonalds,5,6,5,6,4,6,1,2,,,2,1,2,1,3,3,1,1,2,6,7,2,2,4,7,4,5,,3,2,1,1,,,4,3,1,,,,1
19229,McDonalds,7,5,7,7,6,6,1,4,7,7,2,5,4,7,,7,,7,1,5,7,3,6,7,6,6,5,3,7,4,7,5,7,5,3,4,7,5,,3,7
19229,Panera,6,7,7,7,4,4,7,7,4,7,5,4,6,2,7,3,4,7,5,7,7,4,3,6,4,6,7,3,5,4,3,6,5,6,6,7,4,3,7,7,7
19232,Subway,7,7,7,7,7,7,6,6,7,7,7,7,7,6,6,7,6,6,7,6,7,7,7,7,7,6,7,5,7,6,6,7,6,7,7,7,7,7,7,5,6
19232,McDonalds,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,7,5,7,7,7,7,7,7,6,7,7,7,7,6,6,7,7,6,7,7,7
19338,Jersey Mikes,7,,7,4,7,2,2,7,7,7,3,4,5,4,4,5,7,7,5,6,5,3,7,4,6,5,5,6,4,6,4,7,6,7,5,7,5,7,6,5,5
19338,Panera,6,7,7,7,1,7,7,7,7,1,7,7,4,7,4,4,7,3,3,3,4,6,7,7,4,3,7,7,6,7,4,7,5,3,6,7,4,7,7,7,7
19359,Chipotle,2,5,6,4,4,4,3,2,2,4,4,5,4,4,3,1,4,2,3,7,3,3,2,3,7,3,3,4,5,5,4,2,4,5,5,2,5,5,5,4,4
19359,McDonalds,5,6,5,5,6,4,4,5,5,5,5,7,4,5,6,3,5,5,6,4,6,5,7,5,5,6,4,6,4,7,6,6,5,6,5,6,7,5,6,6,6
19518,Subway,5,5,6,6,5,5,5,4,5,5,4,4,5,7,5,4,4,4,5,6,5,4,5,3,6,5,5,6,5,2,4,6,4,2,5,5,4,5,4,3,3
19518,Jersey Mikes,5,6,4,6,2,4,5,4,5,6,5,2,5,5,6,5,6,3,2,3,4,5,6,6,5,5,3,6,5,6,6,2,5,4,5,6,5,4,2,7,5
19532,Subway,5,7,5,5,5,6,7,4,5,7,5,4,7,5,4,5,5,3,4,6,7,7,7,6,6,4,4,4,7,7,7,7,4,4,7,7,6,7,6,5,5
19532,Chipotle,4,7,3,5,5,4,3,4,4,6,1,4,4,,1,,,,6,3,4,4,2,3,,3,2,,,5,5,6,5,4,5,4,4,4,4,5,4
19560,Subway,4,4,4,5,5,6,6,5,6,4,5,4,6,5,7,6,4,5,6,6,5,4,4,4,4,5,3,5,3,4,3,4,5,6,5,6,6,4,5,4,4
19560,McDonalds,5,7,6,7,6,6,6,7,7,7,6,,7,7,7,7,6,6,7,7,6,,6,6,7,6,6,6,7,6,7,7,6,7,7,7,7,7,6,7,7
19591,Jersey Mikes,3,4,5,4,3,7,5,3,3,3,3,3,4,3,3,4,7,3,2,3,4,4,3,3,4,4,2,4,3,4,4,3,3,5,3,4,7,3,4,3,2
19591,Panera,2,3,3,1,2,4,3,3,4,1,1,4,4,3,4,4,2,,4,4,5,4,4,4,4,4,5,4,5,3,4,4,3,3,5,4,3,5,2,4,3
19632,Subway,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7
19632,McDonalds,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,7,7,7,7,7,7,7,7
19652,Firehouse Subs,5,5,5,4,3,4,5,3,6,5,4,,4,4,4,4,5,,5,7,6,7,7,6,5,6,3,3,7,7,5,4,7,7,6,6,5,5,6,5,2
19652,Jimmy Johns,7,7,7,7,6,4,6,,7,3,7,,6,3,4,5,4,4,5,7,7,4,6,7,7,6,3,3,6,6,4,5,3,2,6,6,7,7,5,6,7
19886,Firehouse Subs,6,7,7,7,7,5,5,4,7,5,3,5,1,6,5,7,2,3,7,4,7,7,1,5,7,5,3,3,7,7,5,7,7,4,6,6,7,4,6,6,3
19886,Panera,6,7,7,7,6,7,7,6,7,7,6,7,5,4,5,5,4,4,7,5,7,7,3,7,7,7,4,7,7,7,7,7,7,5,6,6,6,6,6,7,6
19923,Firehouse Subs,4,3,4,5,4,6,3,4,4,5,4,4,3,3,,4,4,5,4,5,6,4,3,3,2,4,4,6,5,4,3,3,3,3,4,4,3,3,2,5,5
19923,Jimmy Johns,5,7,5,3,4,2,3,1,4,5,3,3,4,4,3,5,3,2,4,2,2,4,4,4,3,3,4,2,2,4,3,7,2,3,2,4,5,3,5,3,5
20045,Firehouse Subs,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
20045,Jimmy Johns,3,4,5,4,5,5,4,5,4,5,4,5,5,4,4,4,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,5,4,4,4,4,5,5,5,4
20115,Firehouse Subs,3,4,3,3,2,5,3,3,3,4,3,3,4,4,4,5,3,3,2,3,3,4,3,4,3,3,4,3,3,4,4,3,4,3,4,4,3,3,3,5,3
20115,Jimmy Johns,4,4,4,5,4,4,4,3,4,4,3,3,4,5,5,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4
20301,Subway,7,2,7,,5,6,7,5,6,6,5,5,6,5,7,7,4,6,7,6,7,6,6,6,7,5,5,7,7,7,7,7,7,7,7,6,7,6,6,6,6
20301,Panera,3,4,3,2,3,3,2,7,1,3,2,1,2,3,1,3,2,4,2,2,4,2,3,1,1,1,2,3,2,1,2,1,2,2,6,3,2,2,1,2,1
20312,Jersey Mikes,6,6,4,4,7,6,4,7,6,4,6,,6,4,5,7,6,4,7,6,7,7,4,6,5,5,7,6,7,7,5,7,4,3,6,7,4,5,5,7,7
20312,Jimmy Johns,5,6,5,6,6,6,7,7,5,4,6,4,7,4,5,5,,7,1,5,7,6,5,7,7,6,7,,7,,7,5,7,7,7,3,7,4,7,6,5
20687,Chipotle,6,6,7,6,6,6,6,7,5,6,6,6,6,6,6,7,6,7,6,5,7,5,6,6,7,6,6,6,7,6,7,6,5,6,7,7,5,7,6,6,6
20687,Jersey Mikes,6,6,6,6,6,7,5,6,6,7,6,5,6,6,6,6,6,6,6,7,6,6,6,7,7,6,6,6,7,7,6,6,7,7,6,6,7,7,6,6,7
20883,Firehouse Subs,4,2,4,4,3,4,2,1,1,1,5,3,2,3,3,2,2,1,2,2,3,2,4,3,2,2,2,1,2,2,1,2,3,3,3,3,3,1,3,2,3
20883,Jimmy Johns,2,2,2,2,1,2,3,1,2,3,2,1,1,1,3,2,3,2,2,2,3,3,1,2,3,2,3,2,4,2,3,1,2,2,3,3,1,3,3,4,4
20884,Chipotle,5,6,6,5,6,5,6,5,5,5,4,5,6,6,5,5,5,6,6,5,6,5,5,6,6,5,6,5,6,5,5,6,6,6,5,6,6,6,5,6,6
20884,McDonalds,6,6,6,6,5,5,5,5,6,5,5,5,6,6,5,5,6,5,5,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,5,6,5,6,6,5,6
21143,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7
21143,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,
21313,Chipotle,5,5,4,5,3,5,5,5,4,3,4,5,3,5,5,6,5,3,4,6,6,5,4,4,5,3,4,5,5,7,2,6,4,4,4,5,5,5,4,5,5
21313,Jimmy Johns,7,7,6,7,7,6,4,6,6,5,5,4,6,6,7,5,7,7,4,7,6,3,5,6,7,6,7,5,5,5,1,6,5,6,7,5,6,7,6,7,5
21404,Subway,6,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
21404,McDonalds,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5
21573,Jimmy Johns,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
21573,McDonalds,7,7,7,7,7,7,4,7,7,7,7,7,7,4,7,7,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,4,7,7
21581,Subway,5,4,6,5,4,5,4,,3,5,4,3,4,3,4,3,3,,2,3,4,4,6,7,4,1,1,5,5,5,5,5,3,4,5,4,4,4,3,,1
21581,Firehouse Subs,3,3,4,2,4,2,,,,4,3,,4,2,,3,,,4,4,,4,3,4,,,1,,5,5,3,4,,,4,4,5,4,3,,
21589,Chipotle,5,5,4,4,6,3,4,3,3,5,4,2,5,5,4,4,4,5,4,4,5,4,5,2,5,3,5,5,4,3,4,5,5,2,4,2,3,5,2,4,6
21589,Jersey Mikes,5,4,2,5,5,6,7,3,4,4,4,3,6,3,6,7,6,3,2,6,5,5,5,5,4,4,7,4,5,6,5,6,5,6,5,6,7,3,5,6,4
21610,Subway,6,6,6,5,6,6,6,5,5,6,5,5,6,6,6,6,7,6,6,6,6,6,6,5,5,5,6,5,5,6,5,6,6,6,6,5,6,4,5,5,6
21610,McDonalds,6,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
21719,Jersey Mikes,5,4,7,1,5,5,2,2,1,5,2,5,3,2,2,2,2,3,1,2,1,2,4,1,2,4,2,5,4,7,2,3,5,1,4,2,3,6,3,3,2
21719,Panera,5,4,5,7,5,5,4,1,4,2,2,1,2,5,4,4,3,1,3,4,5,3,2,4,5,3,2,2,2,4,3,3,4,3,3,2,2,4,5,2,3
21816,Firehouse Subs,7,5,5,6,6,7,6,6,6,7,5,3,5,7,5,7,7,6,4,6,7,6,5,5,5,5,6,5,6,6,5,6,7,5,5,6,7,5,7,6,7
21816,Jersey Mikes,6,7,5,7,5,7,7,6,7,7,6,6,7,7,6,7,7,5,6,5,6,4,7,4,5,5,7,7,7,7,6,7,7,5,5,7,6,6,5,7,6
21820,Jersey Mikes,5,,6,4,,6,,4,,,5,,,5,,,,,,,5,,5,6,,,5,,,,,,,,4,5,,5,,,
21820,Jimmy Johns,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21831,Jersey Mikes,5,4,3,7,6,5,4,6,4,6,2,4,5,5,5,4,5,4,5,6,6,5,4,6,4,4,6,7,7,6,4,7,6,4,6,6,5,5,7,6,5
21831,McDonalds,5,5,6,6,5,5,5,5,6,3,4,6,6,5,4,4,6,6,5,4,6,6,4,5,4,6,5,5,5,5,5,5,4,5,5,6,5,6,5,6,3
21861,Chipotle,3,4,4,3,4,3,5,4,3,4,4,4,3,4,5,4,2,3,4,4,4,4,4,5,4,3,4,5,4,3,4,4,3,5,4,3,4,3,4,3,4
21861,Panera,5,4,4,4,3,3,4,3,5,4,4,5,3,4,5,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4
21888,Subway,3,4,3,1,6,4,5,3,4,5,5,5,4,2,4,3,5,2,6,7,4,5,7,7,5,2,5,3,3,6,3,5,6,3,5,4,5,5,3,5,5
21888,Chipotle,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,5,1,4,1,1,1,1,2,2,2,1,3
22083,Subway,5,5,5,5,5,6,5,4,4,5,5,6,4,4,4,4,3,4,6,5,4,4,6,5,6,4,7,6,6,6,5,5,5,6,4,5,4,5,5,4,5
22083,Jimmy Johns,3,4,4,2,5,2,5,4,4,3,5,3,4,4,,4,2,,3,4,4,,6,3,,,6,1,6,6,,5,3,4,4,5,5,6,5,,3
22097,Firehouse Subs,6,6,6,6,4,6,6,5,5,5,5,3,6,7,6,7,5,6,4,5,7,5,6,4,5,7,6,6,6,5,5,6,4,6,4,7,6,6,6,6,6
22097,Panera,6,4,5,6,4,6,4,5,5,6,5,6,5,5,6,4,6,7,7,5,5,4,7,7,6,7,6,6,5,6,4,6,4,7,6,5,5,6,5,5,6
22119,Firehouse Subs,5,5,6,6,4,3,2,4,3,5,1,1,6,4,7,4,5,6,5,7,5,4,2,3,5,3,,3,4,1,6,6,5,3,5,1,6,2,4,2,5
22119,Panera,6,5,4,6,6,6,2,5,3,4,5,5,4,7,5,5,4,4,4,7,7,7,4,5,5,4,5,5,4,1,6,7,3,5,1,1,3,6,6,7,5
22226,Jersey Mikes,6,6,6,4,4,5,6,5,5,5,6,6,7,5,6,5,5,6,6,6,6,6,5,6,6,7,5,6,6,5,6,4,7,6,6,4,6,5,6,5,7
22226,Panera,5,4,5,4,6,5,5,5,6,5,5,5,5,4,5,5,5,5,5,5,4,4,5,7,5,5,4,6,4,5,5,5,4,4,4,4,4,6,5,5,5
22403,Firehouse Subs,5,5,6,6,5,5,4,4,4,5,5,3,6,5,7,5,5,5,6,6,6,5,5,5,5,7,7,6,6,6,7,5,6,6,5,5,,4,7,5,5
22403,Jimmy Johns,5,6,5,5,5,5,3,6,4,6,6,5,5,6,5,6,6,6,3,5,6,4,5,4,5,7,2,5,4,6,6,7,5,6,5,7,6,5,5,4,6
22515,Chipotle,6,5,5,6,5,6,6,5,7,6,5,5,7,5,5,5,5,5,5,5,5,7,6,6,6,5,5,5,5,4,7,6,5,5,6,6,5,6,7,6,6
22515,McDonalds,6,6,7,5,6,6,6,5,7,6,7,7,7,6,7,6,5,5,5,5,7,6,7,7,6,6,7,7,6,5,6,5,5,6,6,5,5,7,5,6,6
22553,McDonalds,6,4,5,4,5,6,6,6,4,7,7,6,5,6,6,5,5,6,6,7,5,6,6,4,5,6,6,6,7,6,5,5,5,5,7,6,6,5,6,5,5
22553,Panera,6,7,5,5,5,6,7,5,5,7,6,4,5,6,6,6,5,5,6,7,7,6,6,5,6,6,5,5,6,5,7,6,5,6,6,6,6,6,5,7,7
22554,Subway,6,7,5,7,6,6,6,6,5,6,5,4,6,6,,7,7,7,6,5,7,5,5,4,6,7,6,6,7,7,7,5,5,7,6,7,5,6,6,6,5
22554,Jimmy Johns,5,6,7,5,7,5,5,5,5,6,5,5,6,7,7,7,6,5,6,6,7,5,5,7,7,5,5,6,6,5,7,7,6,5,6,6,5,6,6,7,7
22557,Firehouse Subs,6,7,6,6,6,5,5,7,6,7,5,6,7,5,5,5,,5,6,5,5,5,5,5,6,6,6,6,6,6,7,5,6,6,5,7,7,7,5,6,5
22557,Jimmy Johns,5,6,6,7,5,5,6,5,4,6,6,5,5,6,7,5,7,6,7,6,6,5,5,5,6,6,6,6,6,6,6,6,5,6,5,5,7,5,6,5,5
22558,Chipotle,4,5,4,5,6,5,4,3,4,5,3,6,6,6,5,5,5,6,5,6,4,5,5,5,7,5,5,5,5,5,7,4,3,7,5,5,6,4,5,5,5
22558,Panera,4,5,5,6,5,5,5,6,5,4,5,6,5,4,4,4,4,6,5,4,5,4,4,5,5,5,6,4,4,7,3,5,3,5,3,6,6,5,6,6,5
22560,Subway,5,5,7,5,7,2,,5,6,5,5,6,4,,5,7,5,6,4,6,5,5,7,6,7,6,5,4,7,7,6,4,5,6,5,6,6,4,6,7,6
22560,Firehouse Subs,5,7,6,4,5,7,6,4,4,6,4,5,4,7,4,4,4,5,5,5,6,5,4,5,6,5,6,6,6,4,6,6,5,5,7,3,5,5,5,5,6
22563,Chipotle,5,6,5,5,6,6,4,7,5,6,5,5,5,5,6,4,6,4,6,5,7,5,5,6,3,5,5,6,5,5,6,3,5,5,6,5,5,5,6,4,6
22563,McDonalds,4,5,5,4,3,5,3,6,4,4,4,5,6,6,5,5,6,5,6,4,3,4,5,4,5,5,6,6,5,5,6,3,4,5,4,3,4,5,5,4,5
22565,Subway,6,7,6,5,5,6,6,5,5,6,5,5,6,5,6,6,6,5,5,7,6,6,6,6,5,7,6,6,6,5,6,6,6,5,5,6,5,5,5,6,5
22565,McDonalds,6,4,6,5,6,6,5,6,6,5,6,5,6,6,6,6,5,5,6,3,6,6,5,4,5,5,5,6,7,7,5,6,6,7,5,4,6,6,7,6,5
22575,Chipotle,5,5,,6,6,6,5,7,4,4,5,4,6,7,7,5,5,6,5,6,5,6,4,3,6,5,6,3,5,6,4,4,6,4,4,5,7,3,6,6,5
22575,Jimmy Johns,3,5,5,5,4,6,5,5,4,7,4,5,6,6,5,4,5,5,6,4,5,5,3,4,6,4,6,4,6,6,5,6,4,5,6,6,6,6,5,5,4
22582,Firehouse Subs,6,5,5,4,4,5,6,7,6,5,6,5,5,6,7,6,4,6,5,6,6,6,5,6,6,6,6,5,5,6,5,4,6,6,5,5,5,5,4,6,5
22582,Panera,6,5,6,5,6,5,5,5,5,6,5,5,5,5,6,6,6,5,7,5,6,6,6,5,6,6,5,5,5,6,5,5,5,6,5,6,6,6,5,4,6
22583,Jersey Mikes,7,7,5,7,6,5,6,7,5,6,5,4,6,5,6,7,6,6,6,6,7,6,6,6,5,6,5,4,5,6,6,6,5,6,6,6,5,6,5,6,6
22583,McDonalds,6,5,5,6,6,5,5,5,6,6,6,6,6,5,7,6,,5,5,5,5,5,5,6,6,6,6,6,6,5,6,6,5,6,5,5,6,5,7,5,6
22585,Jersey Mikes,6,6,5,5,3,5,5,7,4,4,5,4,5,5,6,5,4,5,4,5,6,5,5,5,5,4,5,6,4,6,6,5,4,,6,5,6,5,7,7,5
22585,McDonalds,6,6,6,5,5,5,5,5,4,7,5,5,6,5,6,4,4,5,4,5,6,6,5,5,6,4,5,5,4,6,6,5,5,6,5,6,6,5,6,5,5
22621,Jersey Mikes,6,5,5,4,4,5,7,5,6,3,6,6,4,5,5,5,5,6,5,6,6,7,5,5,5,7,6,5,6,4,7,3,5,6,5,5,5,7,6,5,4
22621,Panera,6,6,6,6,5,6,5,7,6,4,5,7,7,6,7,5,5,6,5,6,6,7,5,5,6,5,5,5,6,6,6,5,7,6,6,6,6,4,6,5,7
22627,Subway,5,7,5,5,6,7,7,6,6,5,6,6,6,6,5,5,6,6,5,6,5,7,5,6,6,5,6,7,5,7,,5,6,6,6,6,6,5,4,7,4
22627,Jimmy Johns,5,6,6,5,5,5,6,7,5,6,5,6,5,7,6,6,5,5,5,7,5,6,6,5,5,5,6,7,4,5,5,5,4,6,5,5,5,5,6,6,6
22640,Subway,5,5,6,6,6,4,5,6,5,6,5,6,6,7,5,6,7,6,6,,4,4,6,6,5,6,6,6,5,5,6,6,4,6,6,6,7,5,6,7,6
22640,Jersey Mikes,7,5,5,4,5,5,4,5,4,4,5,6,6,5,5,4,4,6,5,4,5,6,6,5,5,7,6,4,3,5,5,4,4,6,6,4,4,5,5,5,5
22649,Jersey Mikes,6,6,6,6,5,6,5,5,4,5,6,6,6,6,6,5,6,6,6,6,5,5,6,6,5,6,6,6,6,5,6,5,5,6,6,5,6,5,6,5,6
